datetime,open,high,low,close,volume
2025-04-10 13:46:00,15015.0,15015.0,15005.0,15005.0,644.0
2025-04-10 13:47:00,15005.0,15010.0,14980.0,14990.0,1427.0
2025-04-10 13:48:00,14990.0,14990.0,14980.0,14980.0,1079.0
2025-04-10 13:49:00,14980.0,14995.0,14980.0,14990.0,772.0
2025-04-10 13:50:00,14990.0,14995.0,14980.0,14990.0,434.0
2025-04-10 13:51:00,14990.0,14995.0,14980.0,14990.0,564.0
2025-04-10 13:52:00,14990.0,15000.0,14990.0,14995.0,456.0
2025-04-10 13:53:00,14995.0,15005.0,14995.0,15005.0,761.0
2025-04-10 13:54:00,15005.0,15005.0,14995.0,15000.0,485.0
2025-04-10 13:55:00,15000.0,15000.0,14985.0,14990.0,363.0
2025-04-10 13:56:00,14990.0,14995.0,14985.0,14990.0,291.0
2025-04-10 13:57:00,14990.0,14990.0,14980.0,14985.0,808.0
2025-04-10 13:58:00,14985.0,14995.0,14980.0,14980.0,613.0
2025-04-10 13:59:00,14980.0,14985.0,14970.0,14975.0,750.0
2025-04-10 14:00:00,14975.0,14985.0,14975.0,14975.0,851.0
2025-04-10 14:01:00,14975.0,14980.0,14965.0,14965.0,795.0
2025-04-10 14:02:00,14965.0,14975.0,14945.0,14955.0,2016.0
2025-04-10 14:03:00,14955.0,14960.0,14935.0,14945.0,1770.0
2025-04-10 14:04:00,14945.0,14965.0,14945.0,14965.0,1052.0
2025-04-10 14:05:00,14965.0,14985.0,14960.0,14985.0,1076.0
2025-04-10 14:06:00,14985.0,14995.0,14980.0,14990.0,1219.0
2025-04-10 14:07:00,14990.0,15005.0,14990.0,15005.0,1228.0
2025-04-10 14:08:00,15005.0,15010.0,14990.0,14990.0,1212.0
2025-04-10 14:09:00,14990.0,15000.0,14990.0,14995.0,737.0
2025-04-10 14:10:00,14995.0,15005.0,14995.0,15005.0,771.0
2025-04-10 14:11:00,15005.0,15005.0,14990.0,14995.0,904.0
2025-04-10 14:12:00,14995.0,15000.0,14990.0,14995.0,420.0
2025-04-10 14:13:00,14995.0,15000.0,14990.0,14995.0,777.0
2025-04-10 14:14:00,14995.0,15000.0,14995.0,15000.0,309.0
2025-04-10 14:15:00,15000.0,15000.0,14985.0,14995.0,685.0
2025-04-10 14:16:00,14995.0,14995.0,14980.0,14985.0,660.0
2025-04-10 14:17:00,14985.0,14995.0,14985.0,14995.0,435.0
2025-04-10 14:18:00,14995.0,15000.0,14985.0,14990.0,333.0
2025-04-10 14:19:00,14990.0,14990.0,14975.0,14980.0,815.0
2025-04-10 14:20:00,14980.0,14980.0,14965.0,14965.0,963.0
2025-04-10 14:21:00,14965.0,14970.0,14965.0,14970.0,648.0
2025-04-10 14:22:00,14970.0,14970.0,14950.0,14950.0,1141.0
2025-04-10 14:23:00,14950.0,14975.0,14950.0,14970.0,916.0
2025-04-10 14:24:00,14970.0,14980.0,14970.0,14970.0,457.0
2025-04-10 14:25:00,14970.0,14975.0,14955.0,14965.0,766.0
2025-04-10 14:26:00,14965.0,14980.0,14950.0,14975.0,1427.0
2025-04-10 14:27:00,14975.0,14980.0,14960.0,14965.0,572.0
2025-04-10 14:28:00,14965.0,14975.0,14960.0,14970.0,377.0
2025-04-10 14:29:00,14970.0,14975.0,14960.0,14965.0,370.0
2025-04-10 14:30:00,14965.0,14990.0,14965.0,14980.0,1619.0
2025-04-10 14:31:00,14980.0,14985.0,14975.0,14980.0,487.0
2025-04-10 14:32:00,14980.0,14985.0,14980.0,14985.0,529.0
2025-04-10 14:33:00,14985.0,14995.0,14980.0,14985.0,1033.0
2025-04-10 14:34:00,14985.0,14990.0,14975.0,14975.0,602.0
2025-04-10 14:35:00,14975.0,14990.0,14975.0,14985.0,625.0
2025-04-10 14:36:00,14985.0,14990.0,14980.0,14985.0,240.0
2025-04-10 14:37:00,14985.0,14985.0,14970.0,14980.0,664.0
2025-04-10 14:38:00,14980.0,14980.0,14960.0,14965.0,788.0
2025-04-10 14:39:00,14965.0,14965.0,14955.0,14965.0,615.0
2025-04-10 14:40:00,14965.0,14975.0,14960.0,14975.0,335.0
2025-04-10 14:41:00,14975.0,14975.0,14970.0,14975.0,278.0
2025-04-10 14:42:00,14975.0,14985.0,14965.0,14985.0,611.0
2025-04-10 14:43:00,14985.0,14990.0,14980.0,14985.0,368.0
